genome	case_control	kmer	StartL	EndL	StartR	EndR	mybehave	intactk_orien	flk_dist
J379	0	kmer99	1842088	1842150	1844204	1844325	intact_k	intactk_fwd	2054
J383	0	kmer99	1817826	1817888	2132533	2132412	mv&flp	NA	314524
J384	1	kmer99	2211789	2211727	2209674	2209553	intact_k	intactk_rev	2053
J385	0	kmer99	1863071	1863133	2177778	2177657	mv&flp	NA	314524
J386	0	kmer99	2207633	2207571	2205517	2205396	intact_k	intactk_rev	2054
J388	0	kmer99	1816782	1816844	2132545	2132424	mv&flp	NA	315580
J390	0	kmer99	1816783	1816845	2132546	2132425	mv&flp	NA	315580
J391	0	kmer99	1817832	1817894	2133595	2133474	mv&flp	NA	315580
J393	0	kmer99	1817832	1817894	2133594	2133473	mv&flp	NA	315579
J399	0	kmer99	1898412	1898474	1900528	1900649	intact_k	intactk_fwd	2054
J400	0	kmer99	1850020	1850082	1852136	1852257	intact_k	intactk_fwd	2054
J401	0	kmer99	1850018	1850080	1852134	1852255	intact_k	intactk_fwd	2054
J402	0	kmer99	1868790	1868852	1870906	1871027	intact_k	intactk_fwd	2054
J405	0	kmer99	1868787	1868849	1870903	1871024	intact_k	intactk_fwd	2054
J406	0	kmer99	1817831	1817893	2134636	2134515	mv&flp	NA	316622
J407	0	kmer99	1818884	1818946	2135689	2135568	mv&flp	NA	316622
J408	0	kmer99	2154815	2154753	2152699	2152578	intact_k	intactk_rev	2054
J409	0	kmer99	1901787	1901849	1903903	1904024	intact_k	intactk_fwd	2054
J410	0	kmer99	1818828	1818890	2135633	2135512	mv&flp	NA	316622
J412	0	kmer99	1887719	1887781	1889835	1889956	intact_k	intactk_fwd	2054
J420	0	kmer99	1817830	1817892	2132546	2132425	mv&flp	NA	314533
J421	0	kmer99	1816767	1816829	2132518	2132397	mv&flp	NA	315568
J422	0	kmer99	1817813	1817875	2133575	2133454	mv&flp	NA	315579
J424	0	kmer99	1901773	1901835	1903889	1904010	intact_k	intactk_fwd	2054
J430	1	kmer99	2208940	2208878	2206824	2206703	intact_k	intactk_rev	2054
J433	0	kmer99	1816786	1816848	2131492	2131371	mv&flp	NA	314523
J435	0	kmer99	1817823	1817885	2133577	2133456	mv&flp	NA	315571
J436	1	kmer99	2123672	2123610	2121556	2121435	intact_k	intactk_rev	2054
J437	0	kmer99	1817835	1817897	2132542	2132421	mv&flp	NA	314524
J438	1	kmer99	1846874	1846936	1848990	1849111	intact_k	intactk_fwd	2054
J450	0	kmer99	1845808	1845870	1847924	1848045	intact_k	intactk_fwd	2054
J451	1	kmer99	1903891	1903953	1906007	1906128	intact_k	intactk_fwd	2054
J452	1	kmer99	2206847	2206785	2204731	2204610	intact_k	intactk_rev	2054
J453	0	kmer99	1817833	1817895	2133595	2133474	mv&flp	NA	315579
J454	0	kmer99	1815737	1815799	2132542	2132421	mv&flp	NA	316622
J455	0	kmer99	2208965	2208903	2206849	2206728	intact_k	intactk_rev	2054
J457	1	kmer99	2208955	2208893	2206839	2206718	intact_k	intactk_rev	2054
J458	1	kmer99	2208956	2208894	2206840	2206719	intact_k	intactk_rev	2054
J459	0	kmer99	2208955	2208893	2206839	2206718	intact_k	intactk_rev	2054
J460	1	kmer99	2210007	2209945	2207891	2207770	intact_k	intactk_rev	2054
J461	1	kmer99	2208957	2208895	2206841	2206720	intact_k	intactk_rev	2054
J462	1	kmer99	2210006	2209944	2207890	2207769	intact_k	intactk_rev	2054
J473	0	kmer99	1848884	1848946	1851000	1851121	intact_k	intactk_fwd	2054
J475	0	kmer99	1848914	1848976	1851028	1851149	intact_k	intactk_fwd	2052
J476	0	kmer99	1868744	1868806	1870860	1870981	intact_k	intactk_fwd	2054
J477	0	kmer99	1848895	1848957	1851009	1851130	intact_k	intactk_fwd	2052
J487	0	kmer99	1848904	1848966	1851020	1851141	intact_k	intactk_fwd	2054
J493	0	kmer99	1849935	1849997	1852051	1852172	intact_k	intactk_fwd	2054
J494	0	kmer99	1868763	1868825	1870879	1871000	intact_k	intactk_fwd	2054
J495	0	kmer99	1898666	1898728	1900782	1900903	intact_k	intactk_fwd	2054
J496	0	kmer99	1814684	1814746	2130440	2130319	mv&flp	NA	315573
J497	0	kmer99	1818012	1818074	2133768	2133647	mv&flp	NA	315573
J522	0	kmer99	1815732	1815794	2130439	2130318	mv&flp	NA	314524
J523	0	kmer99	1816782	1816844	2132538	2132417	mv&flp	NA	315573
J524	0	kmer99	1817739	1817801	2131395	2131274	mv&flp	NA	313473
J525	0	kmer99	1817747	1817809	2131404	2131283	mv&flp	NA	313474
J526	0	kmer99	1900749	1900811	1902865	1902986	intact_k	intactk_fwd	2054
J527	0	kmer99	1815697	1815759	2130413	2130292	mv&flp	NA	314533
J528	0	kmer99	1900750	1900812	1902866	1902987	intact_k	intactk_fwd	2054
J529	0	kmer99	1900752	1900814	1902868	1902989	intact_k	intactk_fwd	2054
J546	0	kmer99	2175632	2175570	2173516	2173395	intact_k	intactk_rev	2054
J549	1	kmer99	2207846	2207784	2205730	2205609	intact_k	intactk_rev	2054
J567	0	kmer99	2207872	2207810	2205756	2205635	intact_k	intactk_rev	2054
J571	0	kmer99	2207892	2207830	2205776	2205655	intact_k	intactk_rev	2054
J582	0	kmer99	2209703	2209641	2207587	2207466	intact_k	intactk_rev	2054
J586	0	kmer99	2209714	2209652	2207598	2207477	intact_k	intactk_rev	2054
J588	0	kmer99	2176694	2176632	2174578	2174457	intact_k	intactk_rev	2054
J589	0	kmer99	1850010	1850072	1852126	1852247	intact_k	intactk_fwd	2054
J591	0	kmer99	2208675	2208613	2206559	2206438	intact_k	intactk_rev	2054
J592	1	kmer99	2208944	2208882	2206828	2206707	intact_k	intactk_rev	2054
J595	0	kmer99	2207627	2207565	2205511	2205390	intact_k	intactk_rev	2054
J597	0	kmer99	1816958	1817020	2133763	2133642	mv&flp	NA	316622
J598	0	kmer99	1815729	1815791	2132534	2132413	mv&flp	NA	316622
J600	0	kmer99	1899689	1899751	1901805	1901926	intact_k	intactk_fwd	2054
J601	0	kmer99	1817818	1817880	2134623	2134502	mv&flp	NA	316622
J604	0	kmer99	2153762	2153700	2151646	2151525	intact_k	intactk_rev	2054
J608	0	kmer99	1848955	1849017	1851071	1851192	intact_k	intactk_fwd	2054
J609	0	kmer99	1817828	1817890	2133584	2133463	mv&flp	NA	315573
J610	0	kmer99	1850011	1850073	1852127	1852248	intact_k	intactk_fwd	2054
J612	0	kmer99	1848958	1849020	1851074	1851195	intact_k	intactk_fwd	2054
J616	0	kmer99	1816779	1816841	2132529	2132408	mv&flp	NA	315567
J618	0	kmer99	1815727	1815789	2131481	2131360	mv&flp	NA	315571
J619	0	kmer99	1868775	1868837	1870891	1871012	intact_k	intactk_fwd	2054
J620	0	kmer99	1870863	1870925	1872979	1873100	intact_k	intactk_fwd	2054
J622	0	kmer99	1867736	1867798	1869852	1869973	intact_k	intactk_fwd	2054
J623	0	kmer99	1816785	1816847	2132550	2132429	mv&flp	NA	315582
J625	0	kmer99	1903651	1903713	1905767	1905888	intact_k	intactk_fwd	2054
J628	0	kmer99	2207897	2207835	2205781	2205660	intact_k	intactk_rev	2054
J631	0	kmer99	1815730	1815792	2129388	2129267	mv&flp	NA	313475
J632	0	kmer99	2207906	2207844	2205790	2205669	intact_k	intactk_rev	2054
J638	0	kmer99	2207904	2207842	2205788	2205667	intact_k	intactk_rev	2054
J650	1	kmer99	2207900	2207838	2205784	2205663	intact_k	intactk_rev	2054
J656	0	kmer99	2208954	2208892	2206838	2206717	intact_k	intactk_rev	2054
J662	0	kmer99	1848980	1849042	1851096	1851217	intact_k	intactk_fwd	2054
J667	0	kmer99	2208944	2208882	2206828	2206707	intact_k	intactk_rev	2054
J672	1	kmer99	1850004	1850066	1852120	1852241	intact_k	intactk_fwd	2054
J673	0	kmer99	2207895	2207833	2205779	2205658	intact_k	intactk_rev	2054
J680	0	kmer99	2155851	2155789	2153735	2153614	intact_k	intactk_rev	2054
J690	0	kmer99	2121569	2121507	1807906	1808027	mv&flp	NA	313480
J701	1	kmer99	1815713	1815775	1817829	1817950	intact_k	intactk_fwd	2054
J705	1	kmer99	1846802	1846864	1848918	1849039	intact_k	intactk_fwd	2054
J733	0	kmer99	1848849	1848911	1850965	1851086	intact_k	intactk_fwd	2054
J736	0	kmer99	1818855	1818917	2134609	2134488	mv&flp	NA	315571
J741	0	kmer99	1856407	1856469	2173199	2173078	mv&flp	NA	316609
J747	0	kmer99	2121561	2121499	1807897	1808018	mv&flp	NA	313481
J748	0	kmer99	2121560	2121498	1807899	1808020	mv&flp	NA	313478
J761	0	kmer99	1818876	1818938	2133583	2133462	mv&flp	NA	314524
J764	0	kmer99	1815732	1815794	2130447	2130326	mv&flp	NA	314532
J782	0	kmer99	1815694	1815756	2131445	2131324	mv&flp	NA	315568
J800	1	kmer99	1815726	1815788	1817842	1817963	intact_k	intactk_fwd	2054
J802	0	kmer99	1816750	1816812	2131457	2131336	mv&flp	NA	314524
J805	0	kmer99	1817829	1817891	2133583	2133462	mv&flp	NA	315571
J810	0	kmer99	1848974	1849036	1851090	1851211	intact_k	intactk_fwd	2054
J820	0	kmer99	1814744	1814806	2131549	2131428	mv&flp	NA	316622
J836	0	kmer99	1816775	1816837	2131479	2131358	mv&flp	NA	314521
J844	0	kmer99	1816773	1816835	2132537	2132416	mv&flp	NA	315581
J848	0	kmer99	1817823	1817885	2132529	2132408	mv&flp	NA	314523
J856	0	kmer99	2127854	2127792	1813147	1813268	mv&flp	NA	314524
J865	0	kmer99	1815732	1815794	2130437	2130316	mv&flp	NA	314522
J866	0	kmer99	1816786	1816848	2130441	2130320	mv&flp	NA	313472
J867	0	kmer99	1898637	1898699	1900753	1900874	intact_k	intactk_fwd	2054
J876	0	kmer99	2175678	2175616	2173562	2173441	intact_k	intactk_rev	2054
J884	0	kmer99	1869835	1869897	1871951	1872072	intact_k	intactk_fwd	2054
J888	0	kmer99	1868788	1868850	1870904	1871025	intact_k	intactk_fwd	2054
K003	0	kmer99	1816770	1816832	2131472	2131351	mv&flp	NA	314519
K005	0	kmer99	1816776	1816838	2131481	2131360	mv&flp	NA	314522
K014	0	kmer99	1818878	1818940	2133583	2133462	mv&flp	NA	314522
C505	1	kmer98	1846867	1846962	1849016	1849104	intact_k	intactk_fwd	2054
C549	1	kmer98	1846841	1846936	1848990	1849078	intact_k	intactk_fwd	2054
C569	1	kmer98	2208720	2208625	2206571	2206483	intact_k	intactk_rev	2054
C571	1	kmer98	2208726	2208631	2206577	2206489	intact_k	intactk_rev	2054
C734	1	kmer98	1897581	1897676	1899730	1899818	intact_k	intactk_fwd	2054
C742	1	kmer98	1847893	1847988	1850042	1850130	intact_k	intactk_fwd	2054
C756	1	kmer98	2208711	2208616	2206562	2206474	intact_k	intactk_rev	2054
C757	1	kmer98	1847885	1847980	1850034	1850122	intact_k	intactk_fwd	2054
C871	1	kmer98	2203442	2203347	2201293	2201205	intact_k	intactk_rev	2054
C934	1	kmer98	1847888	1847983	1850037	1850125	intact_k	intactk_fwd	2054
C958	1	kmer98	2202569	2202474	2200420	2200332	intact_k	intactk_rev	2054
C975	1	kmer98	1847989	1848084	1850138	1850226	intact_k	intactk_fwd	2054
D175	1	kmer98	1851057	1851152	1853206	1853294	intact_k	intactk_fwd	2054
D236	1	kmer98	2155885	2155790	2153736	2153648	intact_k	intactk_rev	2054
D321	1	kmer98	1845792	1845887	1847941	1848029	intact_k	intactk_fwd	2054
D322	1	kmer98	1845780	1845875	1847929	1848017	intact_k	intactk_fwd	2054
D422	1	kmer98	1847888	1847983	1850037	1850125	intact_k	intactk_fwd	2054
D502	1	kmer98	2206624	2206529	2204475	2204387	intact_k	intactk_rev	2054
D521	1	kmer98	1844691	1844786	1846840	1846928	intact_k	intactk_fwd	2054
D665	1	kmer98	1846842	1846937	1848991	1849079	intact_k	intactk_fwd	2054
D717	1	kmer98	2205562	2205467	2203413	2203325	intact_k	intactk_rev	2054
D735	1	kmer98	2206607	2206512	2204458	2204370	intact_k	intactk_rev	2054
D799	1	kmer98	2206614	2206519	2204465	2204377	intact_k	intactk_rev	2054
D800	1	kmer98	2204511	2204416	2202362	2202274	intact_k	intactk_rev	2054
D869	1	kmer98	1847813	1847908	1849962	1850050	intact_k	intactk_fwd	2054
D879	1	kmer98	2208714	2208619	2206565	2206477	intact_k	intactk_rev	2054
D919	1	kmer98	1848939	1849034	1851088	1851176	intact_k	intactk_fwd	2054
D925	1	kmer98	1847887	1847982	1850036	1850124	intact_k	intactk_fwd	2054
E024	1	kmer98	2206609	2206514	2204460	2204372	intact_k	intactk_rev	2054
E025	1	kmer98	2206610	2206515	2204461	2204373	intact_k	intactk_rev	2054
E087	1	kmer98	2206613	2206518	2204464	2204376	intact_k	intactk_rev	2054
E140	1	kmer98	1845762	1845857	1847911	1847999	intact_k	intactk_fwd	2054
E150	1	kmer98	1847905	1848000	1850054	1850142	intact_k	intactk_fwd	2054
E153	1	kmer98	1848931	1849026	1851080	1851168	intact_k	intactk_fwd	2054
E191	1	kmer98	1852076	1852171	1854225	1854313	intact_k	intactk_fwd	2054
E194	1	kmer98	1845789	1845884	1847938	1848026	intact_k	intactk_fwd	2054
E198	1	kmer98	1847877	1847972	1850026	1850114	intact_k	intactk_fwd	2054
E365	1	kmer98	1846851	1846946	1849000	1849088	intact_k	intactk_fwd	2054
E368	1	kmer98	1847875	1847970	1850024	1850112	intact_k	intactk_fwd	2054
E530	1	kmer98	1902810	1902905	1904959	1905047	intact_k	intactk_fwd	2054
E537	1	kmer98	1852085	1852180	1854234	1854322	intact_k	intactk_fwd	2054
E541	1	kmer98	2209762	2209667	2207613	2207525	intact_k	intactk_rev	2054
E555	1	kmer98	1845793	1845888	1847942	1848030	intact_k	intactk_fwd	2054
E587	1	kmer98	1843125	1843220	1845274	1845362	intact_k	intactk_fwd	2054
E602	1	kmer98	2209749	2209654	2207600	2207512	intact_k	intactk_rev	2054
E809	1	kmer98	1846835	1846930	1848984	1849072	intact_k	intactk_fwd	2054
E898	1	kmer98	2206599	2206504	2204450	2204362	intact_k	intactk_rev	2054
E945	1	kmer98	1929118	1929213	1955062	1955150	intact_k	intactk_fwd	25849
E976	1	kmer98	1915329	1915424	1941273	1941361	intact_k	intactk_fwd	25849
F011	1	kmer98	2206609	2206514	2204460	2204372	intact_k	intactk_rev	2054
F013	1	kmer98	2205657	2205562	2203508	2203420	intact_k	intactk_rev	2054
F034	1	kmer98	1903352	1903447	1905501	1905589	intact_k	intactk_fwd	2054
F501	1	kmer98	2151702	2151607	2149553	2149465	intact_k	intactk_rev	2054
F569	1	kmer98	2152751	2152656	2150602	2150514	intact_k	intactk_rev	2054
F578	1	kmer98	2146504	2146409	2144355	2144267	intact_k	intactk_rev	2054
F580	1	kmer98	1845788	1845883	1847937	1848025	intact_k	intactk_fwd	2054
F657	1	kmer98	1846794	1846889	1848943	1849031	intact_k	intactk_fwd	2054
F658	1	kmer98	1850029	1850124	1852178	1852266	intact_k	intactk_fwd	2054
F670	1	kmer98	1845793	1845888	1847942	1848030	intact_k	intactk_fwd	2054
F684	1	kmer98	1845797	1845892	1847946	1848034	intact_k	intactk_fwd	2054
F687	1	kmer98	1900716	1900811	1902865	1902953	intact_k	intactk_fwd	2054
F778	1	kmer98	1935589	1935684	1937738	1937826	intact_k	intactk_fwd	2054
F934	1	kmer98	1849985	1850080	1852134	1852222	intact_k	intactk_fwd	2054
F948	1	kmer98	2038213	2038308	2040362	2040450	intact_k	intactk_fwd	2054
F954	0	kmer98	1888354	1888259	1862412	1862324	intact_k	intactk_rev	25847
G057	1	kmer98	1849990	1850085	1852139	1852227	intact_k	intactk_fwd	2054
G085	1	kmer98	1848934	1849029	1851083	1851171	intact_k	intactk_fwd	2054
G102	1	kmer98	1848944	1849039	1851093	1851181	intact_k	intactk_fwd	2054
G807	1	kmer98	2206613	2206518	2204464	2204376	intact_k	intactk_rev	2054
G965	1	kmer98	1845789	1845884	1847938	1848026	intact_k	intactk_fwd	2054
H034	1	kmer98	2294753	2294658	2292604	2292516	intact_k	intactk_rev	2054
H320	1	kmer98	2159033	2158938	2156884	2156796	intact_k	intactk_rev	2054
H348	1	kmer98	1815701	1815796	1817850	1817938	intact_k	intactk_fwd	2054
H361	1	kmer98	2154822	2154727	2152673	2152585	intact_k	intactk_rev	2054
H378	0	kmer98	1868751	1868846	1870900	1870988	intact_k	intactk_fwd	2054
H520	1	kmer98	1848943	1849038	1851092	1851180	intact_k	intactk_fwd	2054
H533	1	kmer98	1816756	1816851	1818905	1818993	intact_k	intactk_fwd	2054
H540	0	kmer98	1815707	1815802	2131505	2131417	mv&flp	NA	315615
H541	1	kmer98	2206615	2206520	2204466	2204378	intact_k	intactk_rev	2054
H559	0	kmer98	1868754	1868849	1870903	1870991	intact_k	intactk_fwd	2054
H561	1	kmer98	2250833	2250738	2248684	2248596	intact_k	intactk_rev	2054
H564	1	kmer98	1847890	1847985	1850039	1850127	intact_k	intactk_fwd	2054
H579	1	kmer98	1847890	1847985	1850039	1850127	intact_k	intactk_fwd	2054
H624	1	kmer98	1899668	1899763	1901817	1901905	intact_k	intactk_fwd	2054
H637	0	kmer98	1852075	1852170	1854224	1854312	intact_k	intactk_fwd	2054
H639	1	kmer98	1934554	1934649	1936703	1936791	intact_k	intactk_fwd	2054
H640	1	kmer98	1934553	1934648	1936702	1936790	intact_k	intactk_fwd	2054
H642	1	kmer98	1847877	1847972	1850026	1850114	intact_k	intactk_fwd	2054
H665	0	kmer98	1817800	1817895	2133589	2133501	mv&flp	NA	315606
H672	1	kmer98	1848923	1849018	1851072	1851160	intact_k	intactk_fwd	2054
H677	0	kmer98	1851036	1851131	1853185	1853273	intact_k	intactk_fwd	2054
H681	0	kmer98	1846841	1846936	1848990	1849078	intact_k	intactk_fwd	2054
H682	1	kmer98	2207677	2207582	1907069	1907157	mv&flp	NA	300425
H697	0	kmer98	1898623	1898718	1900772	1900860	intact_k	intactk_fwd	2054
H698	0	kmer98	1898623	1898718	1900772	1900860	intact_k	intactk_fwd	2054
H703	1	kmer98	1846834	1846929	1848983	1849071	intact_k	intactk_fwd	2054
H706	1	kmer98	2207399	2207304	2205250	2205162	intact_k	intactk_rev	2054
H707	1	kmer98	1846852	1846947	1849001	1849089	intact_k	intactk_fwd	2054
H709	1	kmer98	2255031	2254936	2252882	2252794	intact_k	intactk_rev	2054
H729	1	kmer98	1817801	1817896	1819950	1820038	intact_k	intactk_fwd	2054
H754	1	kmer98	2206612	2206517	2204463	2204375	intact_k	intactk_rev	2054
H765	0	kmer98	1898620	1898715	1900769	1900857	intact_k	intactk_fwd	2054
H775	0	kmer98	1868754	1868849	1870903	1870991	intact_k	intactk_fwd	2054
H782	1	kmer98	1900702	1900797	1902851	1902939	intact_k	intactk_fwd	2054
H784	1	kmer98	2137895	2137800	2135746	2135658	intact_k	intactk_rev	2054
H787	1	kmer98	1847877	1847972	1850026	1850114	intact_k	intactk_fwd	2054
H800	1	kmer98	1866666	1866761	1868815	1868903	intact_k	intactk_fwd	2054
H806	1	kmer98	2206894	2206799	2204745	2204657	intact_k	intactk_rev	2054
H810	0	kmer98	1815701	1815796	2131496	2131408	mv&flp	NA	315612
H811	0	kmer98	1901763	1901858	1903912	1904000	intact_k	intactk_fwd	2054
H812	0	kmer98	1868760	1868855	1870909	1870997	intact_k	intactk_fwd	2054
H813	0	kmer98	1868755	1868850	1870904	1870992	intact_k	intactk_fwd	2054
H814	1	kmer98	1846838	1846933	1848987	1849075	intact_k	intactk_fwd	2054
H834	1	kmer98	1849987	1850082	1852136	1852224	intact_k	intactk_fwd	2054
H849	0	kmer98	2293698	2293603	2291549	2291461	intact_k	intactk_rev	2054
H851	0	kmer98	1868756	1868851	1870905	1870993	intact_k	intactk_fwd	2054
H852	1	kmer98	1899663	1899758	1901812	1901900	intact_k	intactk_fwd	2054
H853	1	kmer98	1900715	1900810	1902864	1902952	intact_k	intactk_fwd	2054
H864	0	kmer98	1868758	1868853	1870907	1870995	intact_k	intactk_fwd	2054
H866	0	kmer98	1901770	1901865	1903919	1904007	intact_k	intactk_fwd	2054
H876	1	kmer98	2154847	2154752	2152698	2152610	intact_k	intactk_rev	2054
H877	1	kmer98	2154845	2154750	2152696	2152608	intact_k	intactk_rev	2054
H878	1	kmer98	1816753	1816848	1818902	1818990	intact_k	intactk_fwd	2054
H883	0	kmer98	1901766	1901861	1903915	1904003	intact_k	intactk_fwd	2054
H902	1	kmer98	1815702	1815797	1817851	1817939	intact_k	intactk_fwd	2054
H910	1	kmer98	1903859	1903954	1906008	1906096	intact_k	intactk_fwd	2054
H911	0	kmer98	1815697	1815792	2131486	2131398	mv&flp	NA	315606
H915	0	kmer98	2154830	2154735	2152681	2152593	intact_k	intactk_rev	2054
H920	1	kmer98	2208985	2208890	2206836	2206748	intact_k	intactk_rev	2054
I069	0	kmer98	1899674	1899769	1901823	1901911	intact_k	intactk_fwd	2054
I072	0	kmer98	1901738	1901833	1903886	1903974	intact_k	intactk_fwd	2053
I080	0	kmer98	1901759	1901854	1903908	1903996	intact_k	intactk_fwd	2054
I089	0	kmer98	1904910	1905005	1907059	1907147	intact_k	intactk_fwd	2054
I106	0	kmer98	1898621	1898716	1900770	1900858	intact_k	intactk_fwd	2054
I110	1	kmer98	1848940	1849035	1851089	1851177	intact_k	intactk_fwd	2054
I111	0	kmer98	1815703	1815798	2131492	2131404	mv&flp	NA	315606
I112	0	kmer98	1815704	1815799	2131493	2131405	mv&flp	NA	315606
I113	1	kmer98	2205552	2205457	2203403	2203315	intact_k	intactk_rev	2054
I120	0	kmer98	1898628	1898723	1900777	1900865	intact_k	intactk_fwd	2054
I127	0	kmer98	2153774	2153679	2151625	2151537	intact_k	intactk_rev	2054
I136	1	kmer98	2153796	2153701	2151647	2151559	intact_k	intactk_rev	2054
I150	0	kmer98	1815701	1815796	2131490	2131402	mv&flp	NA	315606
I182	0	kmer98	1902822	1902917	1904971	1905059	intact_k	intactk_fwd	2054
I187	0	kmer98	1868761	1868856	1870910	1870998	intact_k	intactk_fwd	2054
I188	1	kmer98	1901676	1901771	1903825	1903913	intact_k	intactk_fwd	2054
I223	1	kmer98	1850992	1851087	1853141	1853229	intact_k	intactk_fwd	2054
I228	0	kmer98	2155896	2155801	2153747	2153659	intact_k	intactk_rev	2054
I238	1	kmer98	2207942	2207847	2205793	2205705	intact_k	intactk_rev	2054
I257	0	kmer98	2294746	2294651	2292597	2292509	intact_k	intactk_rev	2054
I259	0	kmer98	1899670	1899765	1901819	1901907	intact_k	intactk_fwd	2054
I263	0	kmer98	2294749	2294654	2292600	2292512	intact_k	intactk_rev	2054
I270	0	kmer98	2293712	2293617	2291563	2291475	intact_k	intactk_rev	2054
I271	1	kmer98	2210808	2210713	2208659	2208571	intact_k	intactk_rev	2054
I273	0	kmer98	1901606	1901701	1903755	1903843	intact_k	intactk_fwd	2054
I289	1	kmer98	1900714	1900809	1902863	1902951	intact_k	intactk_fwd	2054
I318	0	kmer98	1816754	1816849	2132543	2132455	mv&flp	NA	315606
I323	0	kmer98	1814646	1814741	2131484	2131396	mv&flp	NA	316655
I331	1	kmer98	2174556	2174461	2172407	2172319	intact_k	intactk_rev	2054
I344	0	kmer98	2247278	2247373	2273221	2273309	intact_k	intactk_fwd	25848
I350	0	kmer98	1815705	1815800	2131494	2131406	mv&flp	NA	315606
I351	1	kmer98	2208996	2208901	2206847	2206759	intact_k	intactk_rev	2054
I372	0	kmer98	1845742	1845837	1847891	1847979	intact_k	intactk_fwd	2054
I373	0	kmer98	1868212	1868307	1870361	1870449	intact_k	intactk_fwd	2054
I375	1	kmer98	1851032	1851127	1853181	1853269	intact_k	intactk_fwd	2054
I379	0	kmer98	1815711	1815806	2131500	2131412	mv&flp	NA	315606
I382	0	kmer98	1818776	1818871	2134565	2134477	mv&flp	NA	315606
I385	0	kmer98	1816770	1816865	2132565	2132477	mv&flp	NA	315612
I386	0	kmer98	1847909	1848004	1850058	1850146	intact_k	intactk_fwd	2054
I387	0	kmer98	1816752	1816847	2132547	2132459	mv&flp	NA	315612
I420	1	kmer98	1902803	1902898	1904952	1905040	intact_k	intactk_fwd	2054
I439	0	kmer98	2124745	2124650	1808958	1809046	mv&flp	NA	315604
I452	0	kmer98	1901769	1901864	1903918	1904006	intact_k	intactk_fwd	2054
I461	0	kmer98	1816775	1816870	2132564	2132476	mv&flp	NA	315606
I462	0	kmer98	1869801	1869896	1871950	1872038	intact_k	intactk_fwd	2054
I464	0	kmer98	1816751	1816846	2132540	2132452	mv&flp	NA	315606
I468	0	kmer98	1899670	1899765	1901819	1901907	intact_k	intactk_fwd	2054
